SMILES,Solvent,sample_index,y_true,oof_pred,oof_residual_true_minus_pred,cv_strategy
c1ccc(-c2cccc3nsnc23)cc1,CFM,511,466.0,461.38916015625,4.61083984375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
c1ccc(-c2cccc3nsnc23)cc1,DMSO,512,478.0,461.38916015625,16.61083984375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
c1ccc(-c2cccc3nsnc23)cc1,MEOH,513,482.0,461.38916015625,20.61083984375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
Fc1ccc(-c2cccc3nsnc23)cc1,HEX,514,425.0,416.48370361328125,8.51629638671875,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
Fc1ccc(-c2cccc3nsnc23)cc1,TOL,515,435.0,439.8072509765625,-4.8072509765625,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
Fc1ccc(-c2cccc3nsnc23)cc1,THF,516,432.0,438.9653625488281,-6.965362548828125,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
Fc1ccc(-c2cccc3nsnc23)cc1,CFM,517,469.0,458.1409606933594,10.859039306640625,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
Fc1ccc(-c2cccc3nsnc23)cc1,DMSO,518,478.0,458.1409606933594,19.859039306640625,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
Fc1ccc(-c2cccc3nsnc23)cc1,MEOH,519,485.0,458.1409606933594,26.859039306640625,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
Clc1ccc(-c2cccc3nsnc23)cc1,HEX,520,425.0,413.90374755859375,11.09625244140625,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
Clc1ccc(-c2cccc3nsnc23)cc1,TOL,521,432.0,434.2688293457031,-2.268829345703125,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
Clc1ccc(-c2cccc3nsnc23)cc1,THF,522,434.0,437.1700134277344,-3.170013427734375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
Clc1ccc(-c2cccc3nsnc23)cc1,CFM,523,471.0,453.1698913574219,17.830108642578125,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
Clc1ccc(-c2cccc3nsnc23)cc1,DMSO,524,478.0,453.1698913574219,24.830108642578125,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
Clc1ccc(-c2cccc3nsnc23)cc1,MEOH,525,483.0,453.1698913574219,29.830108642578125,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
FC(F)(F)c1ccc(-c2cccc3nsnc23)cc1,HEX,526,418.0,450.0747985839844,-32.074798583984375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
FC(F)(F)c1ccc(-c2cccc3nsnc23)cc1,TOL,527,425.0,471.2857971191406,-46.285797119140625,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
FC(F)(F)c1ccc(-c2cccc3nsnc23)cc1,THF,528,423.0,473.27197265625,-50.27197265625,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
FC(F)(F)c1ccc(-c2cccc3nsnc23)cc1,CFM,529,424.0,492.1805114746094,-68.18051147460938,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
FC(F)(F)c1ccc(-c2cccc3nsnc23)cc1,DMSO,530,453.0,492.1805114746094,-39.180511474609375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
FC(F)(F)c1ccc(-c2cccc3nsnc23)cc1,MEOH,531,428.0,492.1805114746094,-64.18051147460938,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
NS(=O)(=O)c1ccc(-c2cccc3nsnc23)cc1,TOL,532,423.0,449.7129211425781,-26.712921142578125,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
NS(=O)(=O)c1ccc(-c2cccc3nsnc23)cc1,THF,533,426.0,456.1939392089844,-30.193939208984375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
NS(=O)(=O)c1ccc(-c2cccc3nsnc23)cc1,CFM,534,426.0,476.5547790527344,-50.554779052734375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
NS(=O)(=O)c1ccc(-c2cccc3nsnc23)cc1,DMSO,535,437.0,476.5547790527344,-39.554779052734375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
NS(=O)(=O)c1ccc(-c2cccc3nsnc23)cc1,MEOH,536,434.0,476.5547790527344,-42.554779052734375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
N#Cc1ccc(-c2cccc3nsnc23)cc1,HEX,537,420.0,432.7022399902344,-12.702239990234375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
N#Cc1ccc(-c2cccc3nsnc23)cc1,TOL,538,425.0,452.9406433105469,-27.940643310546875,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
N#Cc1ccc(-c2cccc3nsnc23)cc1,THF,539,425.0,459.8504638671875,-34.8504638671875,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
N#Cc1ccc(-c2cccc3nsnc23)cc1,CFM,540,423.0,479.53582763671875,-56.53582763671875,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
N#Cc1ccc(-c2cccc3nsnc23)cc1,DMSO,541,451.0,479.53582763671875,-28.53582763671875,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
N#Cc1ccc(-c2cccc3nsnc23)cc1,MEOH,542,433.0,479.53582763671875,-46.53582763671875,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CCCCCCCCc1cc(-c2sc(-c3ccc(-c4cc(CCCCCCCC)c(-c5cc(CCCCCCCC)c(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)s5)s4)c4nsnc34)cc2CCCCCCCC)sc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,DCM,543,661.0,696.36328125,-35.36328125,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CCCCCCc1cc(-c2sc(-c3sc(-c4ccc(-c5cc(CCCCCC)c(-c6cc(CCCCCC)c(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)s6)s5)c5nsnc45)cc3CCCCCC)cc2CCCCCC)sc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,DCM,544,686.0,671.3207397460938,14.67926025390625,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CCCCCCCCn1cc(-c2ccc(-c3cn(CCCCCCCC)nn3)c3nsnc23)nn1,HEX,552,475.0,522.6935424804688,-47.69354248046875,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CCCCCCCCn1cc(-c2ccc(-c3cn(CCCCCCCC)nn3)c3nsnc23)nn1,DIOX,553,512.0,557.4237670898438,-45.42376708984375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CCCCCCCCn1cc(-c2ccc(-c3cn(CCCCCCCC)nn3)c3nsnc23)nn1,DCM,554,508.0,559.429443359375,-51.429443359375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CCCCCCCCn1cc(-c2ccc(-c3cn(CCCCCCCC)nn3)c3nsnc23)nn1,ETOH,555,508.0,557.4237670898438,-49.42376708984375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CCCCCCCCn1cc(-c2ccc(-c3cn(CCCCCCCC)nn3)c3nsnc23)nn1,MEOH,556,508.0,557.4237670898438,-49.42376708984375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CCCCCCCCn1cc(-c2ccc(-c3cn(CCCCCCCC)nn3)c3nsnc23)nn1,ACN,557,512.0,557.4237670898438,-45.42376708984375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CCCCCCCCn1cc(-c2ccc(-c3cn(CCCCCCCC)nn3)c3nsnc23)nn1,DMF,558,512.0,595.1707763671875,-83.1707763671875,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
O=Cc1ccc(-c2ccc(Br)c3nsnc23)s1,VAC,559,491.0,588.4497680664062,-97.44976806640625,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
O=Cc1ccc(-c2cc(F)c(Br)c3nsnc23)s1,VAC,560,476.0,539.32958984375,-63.32958984375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
[O-]CCOCCOCC[n+]1ccc(Nc2cccc3nsnc23)cc1,CFM,561,512.0,562.5597534179688,-50.55975341796875,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
[O-]CCOCCOCC[n+]1ccc(Nc2cccc3nsnc23)cc1,DMSO,562,525.0,562.5597534179688,-37.55975341796875,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
[O-]CCOCCOCC[n+]1ccc(Nc2cccc3nsnc23)cc1,ACN,563,518.0,562.5597534179688,-44.55975341796875,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
[O-]CCOCCOCC[n+]1ccc(Nc2cccc3nsnc23)cc1,MEOH,564,523.0,562.5597534179688,-39.55975341796875,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
[O-]CCOCCOCC[n+]1ccc(Nc2cccc3nsnc23)cc1,TOL,565,517.0,542.5670776367188,-25.56707763671875,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
[O-]CCOCCOCC[n+]1ccc(Nc2cccc3nsnc23)cc1,H2O,566,543.0,568.671630859375,-25.671630859375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
Brc1ccc(Nc2cccnc2)c2nsnc12,CFM,568,584.0,562.0887451171875,21.9112548828125,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CCCCCCCCC1(CCCCCCC)c2cc(Cc3csc(Cc4cccc5nsnc45)c3)ccc2C2C=CC(c3ccsc3)=CC21,CBZN,569,646.0,487.5078430175781,158.49215698242188,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
